fico,dti,delinq_2yrs,inq_last_6mths,pub_rec,revol_util,total_acc,annual_inc,emp_length,home_ownership,loan_amnt,int_rate,term,grade,purpose,state_gdp_2012,default
692.0,21.77,1.0,0.0,0.0,83.4%,23.0,120000.0,< 1 year,MORTGAGE,35000.0, 21.97%, 60 months,E,debt_consolidation,640663.1,1
692.0,22.68,1.0,0.0,0.0,58.7%,19.0,92000.0,< 1 year,RENT,12000.0, 12.12%, 36 months,B,debt_consolidation,1410447.8,0
682.0,17.78,2.0,2.0,0.0,52.2%,15.0,80000.0,10+ years,MORTGAGE,3200.0, 13.67%, 36 months,B,car,1410447.8,0
727.0,23.94,0.0,2.0,0.0,43.1%,63.0,142000.0,10+ years,MORTGAGE,18000.0, 13.99%, 60 months,C,credit_card,720881.5,0
672.0,23.71,0.0,0.0,0.0,82%,9.0,33000.0,3 years,RENT,16450.0, 18.25%, 36 months,D,debt_consolidation,519569.0,1
687.0,24.63,0.0,2.0,0.0,27.5%,44.0,70000.0,10+ years,RENT,1400.0, 13.11%, 36 months,B,debt_consolidation,233481.2,0
667.0,19.05,0.0,0.0,0.0,74.2%,33.0,63000.0,6 years,RENT,16000.0, 18.25%, 36 months,D,debt_consolidation,768722.9,0
712.0,16.33,0.0,2.0,0.0,41.4%,28.0,98000.0,2 years,MORTGAGE,14600.0, 12.12%, 36 months,B,debt_consolidation,67635.7,1
702.0,31.87,0.0,3.0,0.0,76.3%,9.0,22267.0,7 years,OWN,8600.0, 13.11%, 36 months,B,credit_card,400623.3,1
672.0,20.09,0.0,0.0,0.0,60.4%,27.0,55000.0,2 years,RENT,16000.0, 20.50%, 60 months,E,debt_consolidation,768722.9,1
677.0,12.91,1.0,1.0,0.0,27%,12.0,50000.0,2 years,RENT,10000.0, 15.31%, 36 months,C,small_business,2144089.6,0
762.0,11.77,0.0,0.0,0.0,42.2%,17.0,115000.0,1 year,MORTGAGE,30000.0,  7.90%, 36 months,A,debt_consolidation,443566.1,0
662.0,26.14,0.0,1.0,0.0,80.7%,9.0,12900.0,,RENT,3250.0, 15.81%, 36 months,C,credit_card,1410447.8,0
692.0,26.37,0.0,1.0,0.0,60.6%,22.0,37000.0,< 1 year,RENT,18075.0, 18.55%, 60 months,D,house,69335.6,0
787.0,5.44,0.0,0.0,0.0,12.9%,28.0,41000.0,10+ years,MORTGAGE,6000.0,  6.03%, 36 months,A,debt_consolidation,107718.8,0
697.0,23.32,0.0,0.0,0.0,79.6%,18.0,61500.0,10+ years,MORTGAGE,12175.0, 12.12%, 36 months,B,debt_consolidation,2144089.6,0
667.0,22.78,0.0,0.0,0.0,59%,14.0,31822.0,2 years,RENT,14825.0, 18.25%, 36 months,D,credit_card,1323400.8,1
722.0,14.24,0.0,1.0,0.0,34.3%,29.0,44000.0,< 1 year,RENT,8000.0, 10.74%, 36 months,B,debt_consolidation,444478.2,0
702.0,10.62,0.0,0.0,1.0,36.9%,14.0,53000.0,10+ years,RENT,3000.0,  8.90%, 36 months,A,credit_card,1323400.8,0
697.0,12.41,0.0,3.0,0.0,47.1%,18.0,47000.0,10+ years,MORTGAGE,18800.0, 18.25%, 60 months,D,debt_consolidation,439539.7,0
687.0,16.66,0.0,0.0,0.0,78.3%,60.0,130000.0,10+ years,MORTGAGE,12000.0, 12.12%, 36 months,B,credit_card,443566.1,1
697.0,19.59,0.0,0.0,0.0,88%,20.0,75000.0,2 years,MORTGAGE,15975.0, 14.65%, 36 months,C,debt_consolidation,2144089.6,0
717.0,21.29,0.0,2.0,0.0,58.1%,27.0,55000.0,4 years,RENT,22000.0, 13.11%, 36 months,B,credit_card,1323400.8,0
757.0,12.46,0.0,0.0,0.0,22.4%,5.0,60000.0,9 years,RENT,4800.0,  8.90%, 36 months,A,moving,73676.7,0
662.0,26.07,0.0,0.0,0.0,76.8%,31.0,40000.0,7 years,MORTGAGE,18000.0, 21.97%, 60 months,E,debt_consolidation,334555.5,0
682.0,26.1,0.0,2.0,1.0,59.7%,28.0,61336.65,10+ years,MORTGAGE,6000.0, 13.67%, 36 months,B,debt_consolidation,244114.4,1
727.0,9.92,0.0,2.0,0.0,42.1%,21.0,101000.0,2 years,RENT,10000.0,  9.76%, 36 months,B,wedding,2144089.6,0
672.0,15.31,0.0,2.0,0.0,35.5%,23.0,45000.0,5 years,MORTGAGE,8000.0, 15.81%, 36 months,C,debt_consolidation,1323400.8,1
722.0,16.7,0.0,2.0,0.0,75.3%,10.0,100000.0,10+ years,RENT,20000.0, 13.67%, 36 months,B,small_business,2144089.6,0
667.0,28.08,0.0,1.0,0.0,61%,24.0,55000.0,6 years,RENT,21000.0, 22.45%, 60 months,F,debt_consolidation,2144089.6,1
692.0,19.2,0.0,0.0,0.0,73.3%,17.0,51000.0,10+ years,RENT,2000.0, 10.74%, 36 months,B,moving,439539.7,0
667.0,17.77,6.0,3.0,0.0,88.1%,28.0,100600.0,1 year,MORTGAGE,20400.0, 19.22%, 36 months,D,debt_consolidation,768722.9,0
802.0,5.71,0.0,0.0,0.0,2%,18.0,90000.0,10+ years,MORTGAGE,4000.0,  6.03%, 36 months,A,home_improvement,418742.3,0
672.0,14.46,0.0,0.0,0.0,78.3%,27.0,65000.0,7 years,MORTGAGE,18000.0, 17.27%, 36 months,D,debt_consolidation,127789.1,0
737.0,8.63,0.0,3.0,0.0,59.9%,13.0,36000.0,5 years,MORTGAGE,10800.0,  7.62%, 36 months,A,small_business,268068.2,0
667.0,5.64,0.0,3.0,0.0,25.2%,10.0,88990.0,10+ years,RENT,16000.0, 17.99%, 36 months,D,debt_consolidation,2144089.6,1
677.0,13.18,0.0,1.0,0.0,62.7%,11.0,42600.0,8 years,MORTGAGE,9600.0, 15.31%, 36 months,C,debt_consolidation,268068.2,0
692.0,13.61,0.0,1.0,0.0,84%,22.0,62000.0,4 years,MORTGAGE,3500.0, 13.11%, 36 months,B,credit_card,2144089.6,0
672.0,19.16,0.0,0.0,1.0,75.7%,40.0,115000.0,10+ years,MORTGAGE,10000.0, 13.99%, 36 months,C,debt_consolidation,439539.7,0
697.0,33.3,0.0,2.0,0.0,78.9%,25.0,60000.0,8 years,RENT,30000.0, 21.48%, 60 months,E,debt_consolidation,73676.7,1
712.0,16.19,0.0,1.0,0.0,29.4%,20.0,27872.0,4 years,RENT,12800.0, 12.12%, 36 months,B,debt_consolidation,2144089.6,0
697.0,17.44,0.0,0.0,0.0,51.5%,7.0,31246.0,2 years,RENT,2400.0,  9.76%, 36 months,B,credit_card,2144089.6,0
667.0,11.34,0.0,0.0,0.0,92.3%,29.0,70000.0,8 years,MORTGAGE,2500.0, 17.27%, 36 months,D,other,540882.4,0
792.0,4.97,0.0,1.0,0.0,6.2%,22.0,44800.0,5 years,MORTGAGE,19375.0,  7.62%, 36 months,A,debt_consolidation,127789.1,0
682.0,16.63,0.0,0.0,0.0,76.4%,19.0,90000.0,10+ years,MORTGAGE,15000.0, 13.99%, 36 months,C,debt_consolidation,445120.7,0
727.0,25.38,0.0,0.0,0.0,69.3%,27.0,200000.0,3 years,MORTGAGE,25000.0,  9.76%, 36 months,B,debt_consolidation,2144089.6,0
677.0,17.55,0.0,0.0,0.0,83%,14.0,24000.0,5 years,RENT,3000.0, 12.12%, 36 months,B,moving,443566.1,0
712.0,8.5,0.0,1.0,0.0,44%,11.0,25000.0,6 years,RENT,6625.0,  9.76%, 36 months,B,major_purchase,443566.1,0
717.0,15.28,0.0,0.0,0.0,51.5%,27.0,74000.0,7 years,MORTGAGE,12800.0,  8.90%, 36 months,A,debt_consolidation,28893.6,0
742.0,14.18,0.0,5.0,0.0,32.6%,19.0,125000.0,10+ years,MORTGAGE,20000.0, 14.65%, 60 months,C,major_purchase,107718.8,0
682.0,25.44,2.0,0.0,0.0,47.1%,21.0,56000.0,10+ years,OWN,16000.0, 13.99%, 36 months,C,debt_consolidation,244114.4,0
717.0,11.96,0.0,0.0,0.0,71.6%,10.0,80000.0,3 years,MORTGAGE,12000.0,  8.90%, 36 months,A,house,443566.1,0
697.0,34.5,0.0,0.0,0.0,71.5%,17.0,29702.4,< 1 year,MORTGAGE,6075.0,  9.76%, 36 months,B,debt_consolidation,439539.7,0
727.0,19.49,0.0,3.0,0.0,45.1%,20.0,43000.0,3 years,RENT,10000.0,  9.76%, 36 months,B,credit_card,445120.7,0
692.0,15.04,0.0,1.0,0.0,36%,20.0,54080.0,7 years,OWN,10000.0, 13.67%, 36 months,B,debt_consolidation,1323400.8,0
667.0,27.44,0.0,0.0,0.0,72.2%,41.0,80000.0,< 1 year,OWN,10000.0, 14.65%, 36 months,C,debt_consolidation,244114.4,0
712.0,21.3,0.0,1.0,0.0,83.1%,41.0,106000.0,6 years,OWN,33000.0, 17.27%, 36 months,D,credit_card,640663.1,0
682.0,23.21,0.0,0.0,0.0,82.9%,28.0,80000.0,10+ years,MORTGAGE,12000.0, 13.11%, 36 months,B,debt_consolidation,61866.7,0
692.0,11.52,5.0,0.0,0.0,55%,32.0,45000.0,2 years,MORTGAGE,22000.0, 18.25%, 60 months,D,other,445120.7,0
732.0,19.98,0.0,0.0,0.0,79.4%,39.0,105000.0,7 years,MORTGAGE,30000.0,  8.90%, 36 months,A,credit_card,445120.7,0
672.0,27.08,0.0,2.0,0.0,54.3%,55.0,30000.0,10+ years,MORTGAGE,10000.0, 16.29%, 36 months,C,debt_consolidation,186553.9,0
687.0,25.63,0.0,2.0,0.0,69.5%,40.0,120000.0,10+ years,RENT,8000.0, 13.99%, 36 months,C,moving,1323400.8,1
727.0,15.1,0.0,0.0,0.0,44.2%,18.0,46000.0,3 years,MORTGAGE,9000.0,  7.62%, 36 months,A,credit_card,268861.9,0
692.0,18.96,0.0,0.0,0.0,45.7%,11.0,30000.0,2 years,OWN,11850.0, 12.12%, 36 months,B,debt_consolidation,186553.9,1
662.0,29.36,0.0,1.0,0.0,93.2%,20.0,43000.0,4 years,OWN,21200.0, 23.26%, 60 months,F,debt_consolidation,1323400.8,1
682.0,17.89,0.0,0.0,0.0,71.3%,20.0,10600.0,< 1 year,RENT,4500.0, 12.12%, 36 months,B,debt_consolidation,439539.7,0
707.0,24.05,0.0,0.0,0.0,97.2%,15.0,72000.0,3 years,RENT,33000.0, 19.22%, 36 months,D,credit_card,128764.2,0
672.0,23.33,2.0,2.0,0.0,53.8%,25.0,25000.0,5 years,RENT,10000.0, 16.29%, 36 months,C,debt_consolidation,768722.9,0
692.0,17.57,1.0,0.0,0.0,58.9%,36.0,170000.0,1 year,RENT,33950.0, 21.48%, 60 months,E,debt_consolidation,334555.5,1
667.0,12.14,0.0,0.0,0.0,43.5%,11.0,40913.0,5 years,RENT,6500.0, 17.27%, 36 months,D,debt_consolidation,2144089.6,0
687.0,19.78,0.0,0.0,0.0,75.2%,15.0,35000.0,3 years,RENT,5500.0, 10.74%, 36 months,B,debt_consolidation,1410447.8,1
682.0,9.26,0.0,1.0,0.0,23.6%,10.0,77000.0,8 years,RENT,5000.0, 18.25%, 60 months,D,other,768722.9,0
707.0,10.19,0.0,2.0,0.0,33.4%,16.0,55000.0,1 year,RENT,2300.0, 10.74%, 36 months,B,major_purchase,1323400.8,0
687.0,13.85,0.0,3.0,0.0,68.8%,17.0,60000.0,10+ years,MORTGAGE,7500.0, 13.99%, 36 months,C,credit_card,244114.4,0
737.0,13.31,0.0,0.0,0.0,34.3%,24.0,91000.0,,MORTGAGE,35000.0,  8.90%, 36 months,A,credit_card,274540.5,1
692.0,14.68,0.0,0.0,0.0,73.6%,24.0,52000.0,6 years,RENT,12875.0, 12.12%, 36 months,B,debt_consolidation,519569.0,0
707.0,14.07,0.0,0.0,0.0,88.8%,35.0,155500.0,10+ years,MORTGAGE,35000.0, 20.99%, 60 months,E,credit_card,334555.5,1
762.0,27.23,0.0,1.0,0.0,39.2%,14.0,55000.0,1 year,RENT,16500.0,  7.90%, 36 months,A,debt_consolidation,1323400.8,0
682.0,12.56,0.0,0.0,0.0,54%,21.0,18000.0,,RENT,6250.0, 12.12%, 36 months,B,credit_card,1323400.8,0
677.0,8.91,0.0,0.0,0.0,68.4%,14.0,76000.0,10+ years,OWN,15000.0, 17.99%, 36 months,D,credit_card,439539.7,1
767.0,30.19,0.0,0.0,0.0,16%,36.0,115000.0,5 years,MORTGAGE,21000.0,  7.62%, 36 months,A,other,445120.7,0
687.0,20.37,0.0,0.0,0.0,58%,27.0,92000.0,10+ years,MORTGAGE,5750.0, 12.12%, 36 months,B,debt_consolidation,1323400.8,1
677.0,16.81,0.0,2.0,1.0,40.2%,28.0,73650.0,6 years,OWN,2700.0, 13.99%, 36 months,C,other,173238.8,1
672.0,8.48,0.0,0.0,0.0,84.2%,3.0,16000.0,,RENT,2500.0, 17.27%, 36 months,D,other,268068.2,0
787.0,15.39,0.0,0.0,0.0,8.1%,45.0,120000.0,5 years,MORTGAGE,20000.0,  6.62%, 36 months,A,debt_consolidation,768722.9,0
712.0,19.82,0.0,0.0,0.0,59.6%,22.0,60000.0,10+ years,RENT,30000.0, 20.50%, 60 months,E,debt_consolidation,1323400.8,0
712.0,28.93,0.0,0.0,0.0,97.4%,20.0,55000.0,10+ years,RENT,14025.0, 12.12%, 36 months,B,credit_card,400623.3,1
767.0,16.84,0.0,0.0,0.0,4.4%,38.0,31880.28,8 years,OWN,5000.0,  6.62%, 36 months,A,debt_consolidation,1323400.8,0
797.0,16.17,0.0,0.0,0.0,16.6%,17.0,40000.0,10+ years,RENT,8000.0,  6.03%, 36 months,A,debt_consolidation,418742.3,0
707.0,13.02,0.0,0.0,0.0,51.3%,25.0,59000.0,10+ years,MORTGAGE,29100.0, 13.99%, 36 months,C,credit_card,444478.2,0
747.0,22.77,0.0,3.0,0.0,75.5%,14.0,52500.0,< 1 year,MORTGAGE,19000.0, 13.67%, 60 months,B,debt_consolidation,174427.6,1
717.0,14.46,0.0,0.0,0.0,45.3%,19.0,10788.0,,RENT,3900.0,  7.90%, 36 months,A,major_purchase,296272.5,0
727.0,10.42,0.0,1.0,0.0,80.4%,21.0,75000.0,4 years,RENT,8000.0,  7.90%, 36 months,A,credit_card,2144089.6,1
792.0,9.18,0.0,2.0,0.0,0.7%,22.0,65000.0,10+ years,MORTGAGE,15000.0,  6.62%, 36 months,A,other,268068.2,0
667.0,4.99,0.0,2.0,0.0,49.8%,10.0,45000.0,,MORTGAGE,8875.0, 17.27%, 36 months,D,debt_consolidation,107718.8,0
697.0,23.98,3.0,0.0,0.0,68.4%,32.0,59000.0,10+ years,RENT,25000.0, 13.99%, 36 months,C,debt_consolidation,519569.0,0
672.0,27.35,0.0,0.0,0.0,67.3%,40.0,38000.0,3 years,RENT,4800.0, 21.48%, 36 months,E,moving,519569.0,1
677.0,3.32,0.0,0.0,0.0,85.6%,3.0,53500.0,7 years,RENT,2000.0, 20.50%, 60 months,E,debt_consolidation,61866.7,0
777.0,20.84,0.0,3.0,0.0,30.8%,25.0,98000.0,< 1 year,MORTGAGE,12000.0,  6.62%, 36 months,A,home_improvement,128764.2,0
692.0,16.56,3.0,1.0,0.0,62.6%,35.0,76000.0,6 years,RENT,6000.0, 12.12%, 36 months,B,other,2144089.6,0
697.0,20.64,0.0,0.0,0.0,96%,14.0,30000.0,2 years,MORTGAGE,6000.0, 17.27%, 36 months,D,major_purchase,1323400.8,1
812.0,2.03,0.0,0.0,0.0,16.2%,10.0,65000.0,10+ years,MORTGAGE,2100.0,  6.62%, 36 months,A,major_purchase,418742.3,0
697.0,20.07,1.0,1.0,0.0,70.4%,37.0,110000.0,10+ years,MORTGAGE,20000.0, 14.65%, 36 months,C,credit_card,519569.0,0
677.0,14.29,0.0,0.0,0.0,61.4%,17.0,64500.0,10+ years,MORTGAGE,21000.0, 20.99%, 60 months,E,debt_consolidation,418742.3,0
697.0,27.94,4.0,0.0,0.0,71.8%,41.0,85000.0,2 years,RENT,10000.0, 12.12%, 36 months,B,debt_consolidation,334555.5,0
662.0,25.2,0.0,2.0,0.0,66%,34.0,56000.0,7 years,RENT,11325.0, 18.55%, 36 months,D,debt_consolidation,519569.0,1
712.0,12.36,0.0,1.0,0.0,33.6%,15.0,53000.0,4 years,RENT,4000.0, 10.74%, 36 months,B,debt_consolidation,244114.4,0
672.0,18.17,2.0,0.0,0.0,72.1%,21.0,90000.0,< 1 year,OWN,8000.0, 13.99%, 36 months,C,major_purchase,2144089.6,0
732.0,4.76,0.0,0.0,0.0,45.8%,11.0,32000.0,2 years,MORTGAGE,10000.0,  7.62%, 36 months,A,home_improvement,127789.1,0
707.0,29.73,2.0,0.0,0.0,40.6%,28.0,53750.0,2 years,RENT,3500.0,  7.90%, 36 months,A,debt_consolidation,444478.2,0
667.0,19.86,0.0,1.0,0.0,81%,42.0,78000.0,10+ years,MORTGAGE,12000.0, 17.27%, 36 months,D,debt_consolidation,1410447.8,1
687.0,11.17,0.0,0.0,0.0,84.9%,17.0,80000.0,1 year,RENT,12000.0, 12.12%, 36 months,B,debt_consolidation,334555.5,0
687.0,30.6,1.0,1.0,0.0,70.5%,19.0,72000.0,10+ years,OWN,29700.0, 20.99%, 60 months,E,debt_consolidation,1410447.8,0
712.0,7.91,0.0,1.0,0.0,68.7%,8.0,100000.0,9 years,RENT,10000.0, 10.74%, 36 months,B,small_business,720881.5,1
682.0,26.82,0.0,1.0,0.0,87.2%,18.0,46000.0,10+ years,MORTGAGE,15250.0, 16.29%, 36 months,C,credit_card,768722.9,1
797.0,14.31,0.0,0.0,0.0,20.5%,32.0,102049.0,10+ years,MORTGAGE,3500.0,  6.03%, 36 months,A,home_improvement,519569.0,0
687.0,28.24,0.0,0.0,0.0,41.4%,27.0,49375.0,10+ years,RENT,20000.0, 13.67%, 36 months,B,debt_consolidation,334555.5,0
682.0,23.14,0.0,2.0,0.0,62.4%,17.0,21000.0,1 year,RENT,1000.0, 13.67%, 36 months,B,vacation,2144089.6,0
677.0,15.3,0.0,0.0,0.0,55.7%,21.0,67700.0,3 years,RENT,10000.0, 13.67%, 36 months,B,credit_card,1323400.8,0
687.0,22.1,0.0,0.0,0.0,69.3%,23.0,70000.0,2 years,MORTGAGE,12300.0, 13.11%, 36 months,B,debt_consolidation,175328.5,1
707.0,11.71,0.0,0.0,0.0,53.6%,40.0,160000.0,< 1 year,RENT,28000.0, 21.48%, 60 months,E,debt_consolidation,244114.4,0
667.0,22.86,1.0,0.0,0.0,81.6%,35.0,78000.0,8 years,RENT,18000.0, 20.99%, 60 months,E,debt_consolidation,1323400.8,0
687.0,23.66,0.0,1.0,0.0,47.8%,28.0,49000.0,1 year,RENT,18950.0, 15.31%, 36 months,C,debt_consolidation,1323400.8,1
697.0,22.71,1.0,3.0,0.0,60.5%,34.0,45760.0,< 1 year,MORTGAGE,15000.0, 18.25%, 60 months,D,debt_consolidation,540882.4,0
707.0,16.3,0.0,0.0,0.0,27.2%,13.0,64000.0,9 years,MORTGAGE,6000.0,  8.90%, 36 months,A,home_improvement,439539.7,0
687.0,28.54,0.0,1.0,0.0,59.6%,34.0,55000.0,< 1 year,RENT,7000.0, 14.65%, 36 months,C,credit_card,1410447.8,0
797.0,27.26,0.0,0.0,0.0,15%,18.0,35000.0,10+ years,MORTGAGE,3000.0,  6.03%, 36 months,A,major_purchase,175328.5,0
712.0,18.49,0.0,0.0,0.0,79.9%,24.0,42000.0,7 years,RENT,7750.0,  9.76%, 36 months,B,credit_card,174427.6,0
677.0,13.66,0.0,0.0,0.0,94.3%,16.0,68000.0,10+ years,RENT,34000.0, 23.13%, 60 months,F,debt_consolidation,519569.0,1
692.0,5.4,0.0,1.0,0.0,70.5%,25.0,120000.0,3 years,RENT,20000.0, 18.25%, 60 months,D,debt_consolidation,1323400.8,0
672.0,13.05,10.0,2.0,0.0,39.4%,37.0,250000.0,6 years,MORTGAGE,9500.0, 16.29%, 36 months,C,debt_consolidation,334555.5,0
672.0,26.7,0.0,0.0,0.0,78.9%,22.0,40000.0,1 year,RENT,10575.0, 13.99%, 36 months,C,credit_card,1410447.8,0
697.0,32.48,0.0,2.0,0.0,80%,39.0,65000.0,7 years,MORTGAGE,4800.0, 12.12%, 36 months,B,debt_consolidation,1323400.8,0
687.0,16.8,0.0,1.0,0.0,96.2%,13.0,55000.0,1 year,RENT,11500.0, 16.29%, 36 months,C,debt_consolidation,233481.2,1
712.0,26.14,0.0,1.0,1.0,43.9%,20.0,32000.0,8 years,RENT,15000.0, 13.67%, 36 months,B,credit_card,174427.6,0
707.0,31.04,1.0,1.0,0.0,60.3%,28.0,60000.0,10+ years,MORTGAGE,15000.0, 13.99%, 36 months,C,debt_consolidation,768722.9,0
687.0,12.68,0.0,0.0,0.0,87.3%,28.0,144720.0,10+ years,RENT,25000.0, 17.99%, 36 months,D,debt_consolidation,2144089.6,0
672.0,9.3,0.0,1.0,0.0,70.1%,13.0,45160.0,10+ years,RENT,10000.0, 15.81%, 36 months,C,debt_consolidation,2144089.6,0
667.0,14.16,0.0,3.0,0.0,24.3%,39.0,100000.0,5 years,MORTGAGE,2500.0, 15.31%, 36 months,C,home_improvement,1410447.8,0
712.0,10.83,0.0,3.0,0.0,64.5%,7.0,48000.0,1 year,MORTGAGE,10000.0, 10.74%, 36 months,B,credit_card,2144089.6,0
782.0,12.58,0.0,0.0,0.0,19.2%,27.0,25000.0,4 years,OWN,10000.0,  7.90%, 60 months,A,debt_consolidation,186553.9,0
672.0,17.9,0.0,1.0,0.0,54.7%,20.0,62000.0,3 years,RENT,10000.0, 15.81%, 36 months,C,credit_card,67635.7,1
697.0,19.52,0.0,1.0,0.0,52.8%,29.0,63000.0,10+ years,MORTGAGE,25000.0, 19.22%, 60 months,D,debt_consolidation,1323400.8,0
677.0,7.75,0.0,0.0,1.0,74%,19.0,52000.0,10+ years,MORTGAGE,13025.0, 13.11%, 36 months,B,credit_card,128764.2,0
732.0,12.47,0.0,2.0,0.0,26%,24.0,76000.0,< 1 year,MORTGAGE,7000.0,  7.90%, 36 months,A,home_improvement,268861.9,0
702.0,21.43,0.0,0.0,0.0,45.9%,37.0,65000.0,10+ years,RENT,16000.0, 12.12%, 36 months,B,debt_consolidation,445120.7,0
692.0,18.35,0.0,1.0,0.0,54.7%,14.0,24000.0,6 years,RENT,10800.0, 13.67%, 36 months,B,credit_card,443566.1,0
702.0,6.09,0.0,2.0,0.0,93%,18.0,52000.0,10+ years,MORTGAGE,1000.0, 13.11%, 36 months,B,vacation,176323.1,0
692.0,33.15,0.0,0.0,0.0,84.8%,8.0,29120.0,2 years,RENT,13000.0, 12.12%, 36 months,B,credit_card,268068.2,0
672.0,9.46,0.0,0.0,0.0,83%,11.0,50000.0,< 1 year,RENT,5000.0, 13.99%, 36 months,C,credit_card,2144089.6,0
672.0,4.46,3.0,0.0,0.0,75.8%,40.0,57000.0,10+ years,MORTGAGE,4000.0, 13.67%, 36 months,B,other,69335.6,0
682.0,7.29,0.0,1.0,0.0,55.2%,15.0,52000.0,10+ years,RENT,11500.0, 14.65%, 36 months,C,debt_consolidation,1323400.8,0
727.0,22.93,0.0,0.0,0.0,81.7%,21.0,49550.0,10+ years,MORTGAGE,8000.0,  7.62%, 36 months,A,home_improvement,445120.7,0
677.0,29.44,0.0,1.0,0.0,89.1%,34.0,43000.0,10+ years,MORTGAGE,10000.0, 15.81%, 36 months,C,debt_consolidation,2144089.6,0
672.0,33.3,0.0,0.0,0.0,74.3%,41.0,36000.0,10+ years,RENT,15000.0, 17.27%, 36 months,D,debt_consolidation,38437.7,1
717.0,7.55,0.0,3.0,0.0,16.9%,11.0,45000.0,7 years,MORTGAGE,16000.0, 17.99%, 60 months,D,major_purchase,400623.3,0
687.0,8.2,0.0,2.0,0.0,42.2%,25.0,90000.0,7 years,MORTGAGE,14000.0, 13.99%, 36 months,C,debt_consolidation,439539.7,0
677.0,12.19,0.0,0.0,0.0,37.8%,17.0,42500.0,2 years,RENT,11275.0, 13.11%, 36 months,B,debt_consolidation,1323400.8,0
692.0,14.02,1.0,1.0,0.0,60.3%,23.0,90000.0,2 years,RENT,14000.0, 13.67%, 36 months,B,debt_consolidation,296272.5,0
692.0,7.54,0.0,1.0,0.0,48%,8.0,35000.0,5 years,RENT,7000.0, 12.12%, 36 months,B,debt_consolidation,1323400.8,1
717.0,27.82,1.0,0.0,0.0,66%,45.0,125000.0,10+ years,OWN,12000.0,  8.90%, 36 months,A,wedding,444478.2,1
672.0,9.89,0.0,1.0,0.0,53.1%,19.0,50000.0,2 years,RENT,6400.0, 15.81%, 36 months,C,debt_consolidation,128764.2,0
717.0,24.13,0.0,0.0,0.0,71.2%,33.0,48000.0,6 years,MORTGAGE,5600.0,  7.90%, 36 months,A,debt_consolidation,443566.1,0
682.0,21.93,1.0,0.0,0.0,80.6%,28.0,175500.0,10+ years,MORTGAGE,35000.0, 19.22%, 36 months,D,debt_consolidation,1410447.8,0
672.0,32.86,0.0,2.0,0.0,68.7%,33.0,50000.0,8 years,RENT,14950.0, 17.27%, 36 months,D,credit_card,1323400.8,0
677.0,13.12,0.0,1.0,0.0,60.1%,51.0,68940.0,8 years,MORTGAGE,20500.0, 18.55%, 36 months,D,debt_consolidation,1323400.8,0
667.0,24.13,0.0,0.0,0.0,89.1%,31.0,65000.0,6 years,OWN,12950.0, 18.55%, 36 months,D,credit_card,1410447.8,1
687.0,22.58,0.0,0.0,0.0,67.7%,41.0,60000.0,10+ years,MORTGAGE,28100.0, 17.99%, 36 months,D,credit_card,1323400.8,0
692.0,15.51,0.0,0.0,0.0,87%,31.0,92000.0,1 year,RENT,35000.0, 22.45%, 60 months,F,debt_consolidation,444478.2,1
667.0,2.72,0.0,1.0,0.0,92%,21.0,125000.0,10+ years,MORTGAGE,8000.0, 20.50%, 36 months,E,car,127789.1,0
677.0,20.15,0.0,0.0,0.0,60.8%,32.0,44000.0,4 years,RENT,16000.0, 14.65%, 36 months,C,debt_consolidation,439539.7,0
712.0,18.69,1.0,1.0,0.0,20.9%,17.0,47000.0,5 years,RENT,7200.0, 13.99%, 60 months,C,other,268068.2,1
662.0,6.58,0.0,1.0,0.0,76%,9.0,74190.0,3 years,RENT,3200.0, 17.99%, 36 months,D,credit_card,244114.4,0
702.0,6.58,0.0,0.0,0.0,84.4%,5.0,27000.0,1 year,RENT,8000.0, 12.12%, 36 months,B,credit_card,1323400.8,0
662.0,13.42,0.0,3.0,0.0,92.1%,13.0,70000.0,10+ years,RENT,10000.0, 18.55%, 36 months,D,credit_card,175328.5,0
717.0,0.63,0.0,1.0,0.0,0.5%,12.0,38400.0,4 years,OWN,3000.0, 12.12%, 36 months,B,car,720881.5,0
662.0,31.32,0.0,1.0,0.0,86%,19.0,42036.8,4 years,RENT,20950.0, 23.13%, 60 months,F,debt_consolidation,768722.9,0
767.0,15.23,0.0,0.0,0.0,41%,21.0,42000.0,1 year,MORTGAGE,7200.0,  6.03%, 36 months,A,credit_card,768722.9,0
717.0,22.04,0.0,1.0,0.0,54.7%,21.0,30000.0,10+ years,RENT,6150.0,  8.90%, 36 months,A,debt_consolidation,1323400.8,0
672.0,15.78,0.0,1.0,0.0,39.2%,17.0,41000.0,5 years,RENT,9000.0, 15.81%, 36 months,C,debt_consolidation,244114.4,0
702.0,32.2,0.0,2.0,0.0,62.9%,30.0,30000.0,2 years,OWN,4000.0, 10.74%, 36 months,B,debt_consolidation,443566.1,0
697.0,32.56,0.0,1.0,0.0,61.1%,9.0,30000.0,< 1 year,RENT,8475.0, 13.67%, 36 months,B,debt_consolidation,175328.5,1
692.0,25.61,0.0,2.0,0.0,85.1%,18.0,55000.0,1 year,MORTGAGE,10000.0, 14.65%, 36 months,C,debt_consolidation,768722.9,0
677.0,24.68,0.0,0.0,0.0,88.5%,39.0,72000.0,10+ years,RENT,8000.0, 13.99%, 36 months,C,debt_consolidation,519569.0,0
